"ID";"RegioS";"Perioden";"PrijsindexBestaandeKoopwoningen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"AantalVerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"1507";"PV28  ";"1997KW03";"    48.3";"     3.3";"    11.5";"   10956";"     8.0";"     3.5";"  112311";"    1230"
"1508";"PV28  ";"1997KW04";"    49.1";"     1.6";"    11.2";"   11586";"     5.8";"     3.9";"  112661";"    1305"
"1509";"PV28  ";"1997JJ00";"    47.5";"    11.4";"    11.4";"   40860";"     2.3";"     2.3";"  109367";"    4469"
"1510";"PV28  ";"1998KW01";"    49.6";"     1.0";"     9.0";"    9081";"   -21.6";"    11.0";"  111378";"    1011"
"1511";"PV28  ";"1998KW02";"    51.3";"     3.4";"     9.7";"   11246";"    23.8";"    10.9";"  115537";"    1299"
"1512";"PV28  ";"1998KW03";"    52.8";"     2.9";"     9.2";"   12169";"     8.2";"    11.1";"  120802";"    1470"
"1513";"PV28  ";"1998KW04";"    54.1";"     2.5";"    10.1";"   13210";"     8.6";"    14.0";"  121339";"    1603"
"1514";"PV28  ";"1998JJ00";"    52.0";"     9.5";"     9.5";"   45706";"    11.9";"    11.9";"  117790";"    5384"
"1515";"PV28  ";"1999KW01";"    55.7";"     2.9";"    12.1";"    9769";"   -26.0";"     7.6";"  124282";"    1214"
"1516";"PV28  ";"1999KW02";"    58.0";"     4.2";"    13.0";"   11144";"    14.1";"    -0.9";"  130936";"    1459"
"1517";"PV28  ";"1999KW03";"    60.7";"     4.6";"    14.9";"   12027";"     7.9";"    -1.2";"  140365";"    1688"
"1518";"PV28  ";"1999KW04";"    63.0";"     3.9";"    16.6";"   12477";"     3.7";"    -5.5";"  143854";"    1795"
"1519";"PV28  ";"1999JJ00";"    59.3";"    14.2";"    14.2";"   45417";"    -0.6";"    -0.6";"  135551";"    6156"
"1520";"PV28  ";"2000KW01";"    65.7";"     4.2";"    18.0";"    9110";"   -27.0";"    -6.7";"  146848";"    1338"
"1521";"PV28  ";"2000KW02";"    68.2";"     3.9";"    17.5";"   10834";"    18.9";"    -2.8";"  154209";"    1671"
"1522";"PV28  ";"2000KW03";"    71.3";"     4.5";"    17.5";"   11036";"     1.9";"    -8.2";"  165664";"    1828"
"1523";"PV28  ";"2000KW04";"    73.5";"     3.2";"    16.7";"   12099";"     9.6";"    -3.0";"  167755";"    2030"
"1524";"PV28  ";"2000JJ00";"    69.7";"    17.4";"    17.4";"   43079";"    -5.1";"    -5.1";"  159392";"    6866"
"1525";"PV28  ";"2001KW01";"    74.9";"     1.9";"    14.1";"    8651";"   -28.5";"    -5.0";"  164612";"    1424"
"1526";"PV28  ";"2001KW02";"    77.4";"     3.3";"    13.5";"   10857";"    25.5";"     0.2";"  173772";"    1887"
"1527";"PV28  ";"2001KW03";"    79.8";"     3.1";"    11.9";"   12108";"    11.5";"     9.7";"  181694";"    2200"
"1528";"PV28  ";"2001KW04";"    80.5";"     0.9";"     9.5";"   13073";"     8.0";"     8.1";"  179152";"    2342"
"1529";"PV28  ";"2001JJ00";"    78.1";"    12.2";"    12.2";"   44689";"     3.7";"     3.7";"  175719";"    7853"
"1530";"PV28  ";"2002KW01";"    82.0";"     1.9";"     9.5";"   10352";"   -20.8";"    19.7";"  180722";"    1871"
"1531";"PV28  ";"2002KW02";"    83.5";"     1.8";"     8.0";"   11148";"     7.7";"     2.7";"  186624";"    2080"
"1532";"PV28  ";"2002KW03";"    84.8";"     1.5";"     6.3";"   12517";"    12.3";"     3.4";"  190976";"    2390"
"1533";"PV28  ";"2002KW04";"    84.6";"    -0.2";"     5.1";"   12304";"    -1.7";"    -5.9";"  190315";"    2342"
"1534";"PV28  ";"2002JJ00";"    83.7";"     7.2";"     7.2";"   46321";"     3.7";"     3.7";"  187461";"    8683"
"1535";"PV28  ";"2003KW01";"    86.4";"     2.1";"     5.3";"    9457";"   -23.1";"    -8.6";"  187692";"    1775"
"1536";"PV28  ";"2003KW02";"    87.4";"     1.2";"     4.6";"   10782";"    14.0";"    -3.3";"  192566";"    2076"
"1537";"PV28  ";"2003KW03";"    88.6";"     1.3";"     4.4";"   11329";"     5.1";"    -9.5";"  196474";"    2226"
"1538";"PV28  ";"2003KW04";"    89.3";"     0.9";"     5.6";"   13142";"    16.0";"     6.8";"  200018";"    2629"
"1539";"PV28  ";"2003JJ00";"    87.9";"     5.0";"     5.0";"   44710";"    -3.5";"    -3.5";"  194716";"    8706"
"1540";"PV28  ";"2004KW01";"    89.8";"     0.5";"     4.0";"    9604";"   -26.9";"     1.6";"  196160";"    1884"
"1541";"PV28  ";"2004KW02";"    91.0";"     1.4";"     4.2";"   10936";"    13.9";"     1.4";"  201682";"    2206"
"1542";"PV28  ";"2004KW03";"    92.6";"     1.7";"     4.6";"   11080";"     1.3";"    -2.2";"  204782";"    2269"
"1543";"PV28  ";"2004KW04";"    93.1";"     0.6";"     4.3";"   12121";"     9.4";"    -7.8";"  203506";"    2467"
"1544";"PV28  ";"2004JJ00";"    91.6";"     4.2";"     4.2";"   43741";"    -2.2";"    -2.2";"  201760";"    8825"
"1545";"PV28  ";"2005KW01";"    94.2";"     1.1";"     4.8";"    9286";"   -23.4";"    -3.3";"  204759";"    1901"
"1546";"PV28  ";"2005KW02";"    95.0";"     0.9";"     4.3";"   11315";"    21.9";"     3.5";"  211548";"    2394"
"1547";"PV28  ";"2005KW03";"    96.1";"     1.2";"     3.8";"   12420";"     9.8";"    12.1";"  220612";"    2740"
"1548";"PV28  ";"2005KW04";"    96.2";"     0.1";"     3.3";"   13150";"     5.9";"     8.5";"  214875";"    2826"
"1549";"PV28  ";"2005JJ00";"    95.4";"     4.1";"     4.1";"   46171";"     5.6";"     5.6";"  213568";"    9861"
"1550";"PV28  ";"2006KW01";"    97.7";"     1.5";"     3.8";"   10576";"   -19.6";"    13.9";"  218592";"    2312"
"1551";"PV28  ";"2006KW02";"    98.8";"     1.1";"     4.0";"   11655";"    10.2";"     3.0";"  223511";"    2605"
"1552";"PV28  ";"2006KW03";"    99.7";"     1.0";"     3.7";"   11752";"     0.8";"    -5.4";"  233253";"    2741"
"1553";"PV28  ";"2006KW04";"   100.1";"     0.4";"     4.0";"   12148";"     3.4";"    -7.6";"  227085";"    2759"
"1554";"PV28  ";"2006JJ00";"    99.1";"     3.9";"     3.9";"   46131";"    -0.1";"    -0.1";"  225806";"   10417"
"1555";"PV28  ";"2007KW01";"   100.8";"     0.7";"     3.2";"   10375";"   -14.6";"    -1.9";"  227310";"    2358"
"1556";"PV28  ";"2007KW02";"   102.0";"     1.2";"     3.3";"   11232";"     8.3";"    -3.6";"  232210";"    2608"
"1557";"PV28  ";"2007KW03";"   103.2";"     1.2";"     3.5";"   11820";"     5.2";"     0.6";"  242952";"    2872"
"1558";"PV28  ";"2007KW04";"   103.7";"     0.5";"     3.6";"   12282";"     3.9";"     1.1";"  238269";"    2926"
"1559";"PV28  ";"2007JJ00";"   102.4";"     3.4";"     3.4";"   45709";"    -0.9";"    -0.9";"  235504";"   10765"
"1560";"PV28  ";"2008KW01";"   104.5";"     0.7";"     3.7";"    9276";"   -24.5";"   -10.6";"  238665";"    2214"
"1561";"PV28  ";"2008KW02";"   105.3";"     0.8";"     3.3";"   10714";"    15.5";"    -4.6";"  237363";"    2543"
"1562";"PV28  ";"2008KW03";"   106.5";"     1.1";"     3.2";"   10914";"     1.9";"    -7.7";"  249220";"    2720"
"1563";"PV28  ";"2008KW04";"   105.9";"    -0.5";"     2.1";"   10029";"    -8.1";"   -18.3";"  242385";"    2431"
"1564";"PV28  ";"2008JJ00";"   105.6";"     3.1";"     3.1";"   40933";"   -10.4";"   -10.4";"  242050";"    9908"
"1565";"PV28  ";"2009KW01";"   104.9";"    -0.9";"     0.4";"    6449";"   -35.7";"   -30.5";"  233651";"    1507"
"1566";"PV28  ";"2009KW02";"   102.4";"    -2.4";"    -2.8";"    6919";"     7.3";"   -35.4";"  222342";"    1538"
"1567";"PV28  ";"2009KW03";"   101.3";"    -1.1";"    -4.9";"    7627";"    10.2";"   -30.1";"  224732";"    1714"
"1568";"PV28  ";"2009KW04";"   100.4";"    -0.9";"    -5.3";"    8387";"    10.0";"   -16.4";"  228256";"    1914"
"1569";"PV28  ";"2009JJ00";"   102.2";"    -3.1";"    -3.1";"   29382";"   -28.2";"   -28.2";"  227133";"    6674"
"1570";"PV28  ";"2010KW01";"   100.0";"    -0.3";"    -4.7";"    6329";"   -24.5";"    -1.9";"  225620";"    1428"
"1571";"PV28  ";"2010KW02";"   100.2";"     0.2";"    -2.2";"    7062";"    11.6";"     2.1";"  230482";"    1628"
"1572";"PV28  ";"2010KW03";"   100.3";"     0.1";"    -0.9";"    6914";"    -2.1";"    -9.3";"  237081";"    1639"
"1573";"PV28  ";"2010KW04";"    99.5";"    -0.9";"    -0.9";"    7488";"     8.3";"   -10.7";"  228724";"    1713"
"1574";"PV28  ";"2010JJ00";"   100.0";"    -2.2";"    -2.2";"   27793";"    -5.4";"    -5.4";"  230543";"    6407"
"1575";"PV28  ";"2011KW01";"    99.4";"    -0.1";"    -0.6";"    6268";"   -16.3";"    -1.0";"  231916";"    1454"
"1576";"PV28  ";"2011KW02";"    98.8";"    -0.6";"    -1.4";"    6585";"     5.1";"    -6.8";"  233960";"    1541"
"1577";"PV28  ";"2011KW03";"    98.4";"    -0.4";"    -1.9";"    6530";"    -0.8";"    -5.6";"  239956";"    1567"
"1578";"PV28  ";"2011KW04";"    96.5";"    -2.0";"    -3.0";"    6945";"     6.4";"    -7.3";"  226477";"    1573"
"1579";"PV28  ";"2011JJ00";"    98.3";"    -1.7";"    -1.7";"   26328";"    -5.3";"    -5.3";"  232987";"    6134"
"1580";"PV28  ";"2012KW01";"    95.0";"    -1.6";"    -4.4";"    5312";"   -23.5";"   -15.3";"  225592";"    1198"
"1581";"PV28  ";"2012KW02";"    93.8";"    -1.2";"    -5.0";"    7363";"    38.6";"    11.8";"  226513";"    1668"
"1582";"PV28  ";"2012KW03";"    89.9";"    -4.2";"    -8.7";"    4899";"   -33.5";"   -25.0";"  210436";"    1031"
"1583";"PV28  ";"2012KW04";"    89.0";"    -1.0";"    -7.7";"    7343";"    49.9";"     5.7";"  213766";"    1570"
"1584";"PV28  ";"2012JJ00";"    91.9";"    -6.4";"    -6.4";"   24917";"    -5.4";"    -5.4";"  219399";"    5467"
"1585";"PV28  ";"2013KW01";"    87.2";"    -2.0";"    -8.2";"    5096";"   -30.6";"    -4.1";"  207073";"    1055"
"1586";"PV28  ";"2013KW02";"    85.7";"    -1.7";"    -8.7";"    4683";"    -8.1";"   -36.4";"  208282";"     975"
"1587";"PV28  ";"2013KW03";"    86.1";"     0.5";"    -4.3";"    6016";"    28.5";"    22.8";"  215653";"    1297"
"1588";"PV28  ";"2013KW04";"    86.2";"     0.2";"    -3.1";"    7321";"    21.7";"    -0.3";"  213624";"    1564"
"1589";"PV28  ";"2013JJ00";"    86.3";"    -6.1";"    -6.1";"   23116";"    -7.2";"    -7.2";"  211626";"    4892"
"1590";"PV28  ";"2014KW01";"    86.2";"    -0.1";"    -1.2";"    5971";"   -18.4";"    17.2";"  213890";"    1277"
"1591";"PV28  ";"2014KW02";"    87.2";"     1.1";"     1.7";"    6969";"    16.7";"    48.8";"  214227";"    1493"
"1592";"PV28  ";"2014KW03";"    87.9";"     0.9";"     2.2";"    8119";"    16.5";"    35.0";"  220239";"    1788"
"1593";"PV28  ";"2014KW04";"    88.1";"     0.2";"     2.2";"   10210";"    25.8";"    39.5";"  219893";"    2245"
"1594";"PV28  ";"2014JJ00";"    87.4";"     1.2";"     1.2";"   31269";"    35.3";"    35.3";"  217573";"    6803"
"1595";"PV28  ";"2015KW01";"    88.5";"     0.5";"     2.7";"    7427";"   -27.3";"    24.4";"  215149";"    1598"
"1596";"PV28  ";"2015KW02";"    89.3";"     0.9";"     2.5";"    8448";"    13.7";"    21.2";"  217774";"    1840"
"1597";"PV28  ";"2015KW03";"    90.6";"     1.4";"     3.1";"   10488";"    24.1";"    29.2";"  224208";"    2351"
"1598";"PV28  ";"2015KW04";"    91.4";"     0.9";"     3.7";"   11135";"     6.2";"     9.1";"  225813";"    2514"
"1599";"PV28  ";"2015JJ00";"    90.0";"     3.0";"     3.0";"   37498";"    19.9";"    19.9";"  221441";"    8304"
"1600";"PV28  ";"2016KW01";"    92.3";"     0.9";"     4.2";"    9338";"   -16.1";"    25.7";"  223310";"    2085"
"1601";"PV28  ";"2016KW02";"    93.6";"     1.4";"     4.7";"   10938";"    17.1";"    29.5";"  231173";"    2529"
"1602";"PV28  ";"2016KW03";"    95.7";"     2.3";"     5.6";"   13025";"    19.1";"    24.2";"  235876";"    3072"
"1603";"PV28  ";"2016KW04";"    97.0";"     1.3";"     6.1";"   13211";"     1.4";"    18.6";"  235511";"    3111"
"1604";"PV28  ";"2016JJ00";"    94.6";"     5.2";"     5.2";"   46512";"    24.0";"    24.0";"  232144";"   10797"
"1605";"PV28  ";"2017KW01";"    99.1";"     2.2";"     7.4";"   12390";"    -6.2";"    32.7";"  245647";"    3044"
"1606";"PV28  ";"2017KW02";"   101.1";"     2.0";"     8.0";"   12633";"     2.0";"    15.5";"  249114";"    3147"
"1607";"PV28  ";"2017KW03";"   103.8";"     2.7";"     8.4";"   13095";"     3.7";"     0.5";"  259243";"    3395"
"1608";"PV28  ";"2017KW04";"   106.0";"     2.2";"     9.4";"   14080";"     7.5";"     6.6";"  261399";"    3680"
"1609";"PV28  ";"2017JJ00";"   102.5";"     8.3";"     8.3";"   52198";"    12.2";"    12.2";"  254146";"   13266"
"1610";"PV29  ";"1995KW01";"    35.5";"";"";"     758";"";"";"   71403";"      54"
"1611";"PV29  ";"1995KW02";"    35.9";"     1.1";"";"     887";"    17.0";"";"   72100";"      64"
"1612";"PV29  ";"1995KW03";"    36.8";"     2.5";"";"    1088";"    22.7";"";"   74818";"      81"
"1613";"PV29  ";"1995KW04";"    37.8";"     2.6";"";"    1235";"    13.5";"";"   79756";"      98"
"1614";"PV29  ";"1995JJ00";"    36.5";"";"";"    3968";"";"";"   75095";"     298"
"1615";"PV29  ";"1996KW01";"    38.6";"     2.1";"     8.6";"     874";"   -29.2";"    15.3";"   76672";"      67"
"1616";"PV29  ";"1996KW02";"    39.5";"     2.4";"    10.0";"    1128";"    29.1";"    27.2";"   78299";"      88"
"1617";"PV29  ";"1996KW03";"    40.9";"     3.5";"    11.1";"    1179";"     4.5";"     8.4";"   80616";"      95"
"1618";"PV29  ";"1996KW04";"    41.5";"     1.6";"    10.0";"    1345";"    14.1";"     8.9";"   84586";"     114"
"1619";"PV29  ";"1996JJ00";"    40.1";"     9.9";"     9.9";"    4526";"    14.1";"    14.1";"   80457";"     364"
"1620";"PV29  ";"1997KW01";"    42.3";"     1.8";"     9.6";"    1018";"   -24.3";"    16.5";"   83736";"      85"
"1621";"PV29  ";"1997KW02";"    43.3";"     2.4";"     9.6";"    1360";"    33.6";"    20.6";"   84008";"     114"
"1622";"PV29  ";"1997KW03";"    44.1";"     1.9";"     7.9";"    1367";"     0.5";"    15.9";"   86467";"     118"
"1623";"PV29  ";"1997KW04";"    44.8";"     1.6";"     7.9";"    1402";"     2.6";"     4.2";"   91518";"     128"
"1624";"PV29  ";"1997JJ00";"    43.6";"     8.7";"     8.7";"    5147";"    13.7";"    13.7";"   86653";"     446"
"1625";"PV29  ";"1998KW01";"    45.2";"     1.0";"     7.0";"     998";"   -28.8";"    -2.0";"   92691";"      93"
"1626";"PV29  ";"1998KW02";"    46.0";"     1.6";"     6.2";"    1343";"    34.6";"    -1.3";"   88751";"     119"
"1627";"PV29  ";"1998KW03";"    46.9";"     2.1";"     6.4";"    1309";"    -2.5";"    -4.2";"   93820";"     123"
"1628";"PV29  ";"1998KW04";"    47.9";"     2.2";"     7.0";"    1429";"     9.2";"     1.9";"   95638";"     137"
"1629";"PV29  ";"1998JJ00";"    46.5";"     6.7";"     6.7";"    5079";"    -1.3";"    -1.3";"   92769";"     471"
"1630";"PV29  ";"1999KW01";"    49.6";"     3.4";"     9.6";"    1094";"   -23.4";"     9.6";"   94984";"     104"
"1631";"PV29  ";"1999KW02";"    51.0";"     2.9";"    11.1";"    1443";"    31.9";"     7.4";"  101608";"     147"
"1632";"PV29  ";"1999KW03";"    53.4";"     4.7";"    13.9";"    1567";"     8.6";"    19.7";"  107477";"     168"
"1633";"PV29  ";"1999KW04";"    55.1";"     3.2";"    15.0";"    1672";"     6.7";"    17.0";"  107134";"     179"
"1634";"PV29  ";"1999JJ00";"    52.3";"    12.4";"    12.4";"    5776";"    13.7";"    13.7";"  103545";"     598"
"1635";"PV29  ";"2000KW01";"    57.4";"     4.1";"    15.7";"    1063";"   -36.4";"    -2.8";"  107255";"     114"
"1636";"PV29  ";"2000KW02";"    59.4";"     3.5";"    16.3";"    1230";"    15.7";"   -14.8";"  114539";"     141"
"1637";"PV29  ";"2000KW03";"    61.9";"     4.3";"    15.8";"    1289";"     4.8";"   -17.7";"  123552";"     159"
"1638";"PV29  ";"2000KW04";"    63.4";"     2.5";"    15.0";"    1549";"    20.2";"    -7.4";"  125906";"     195"
"1639";"PV29  ";"2000JJ00";"    60.5";"    15.7";"    15.7";"    5131";"   -11.2";"   -11.2";"  118726";"     609"
"1640";"PV29  ";"2001KW01";"    65.3";"     3.0";"    13.9";"    1087";"   -29.8";"     2.3";"  124652";"     135"
"1641";"PV29  ";"2001KW02";"    67.0";"     2.5";"    12.8";"    1401";"    28.9";"    13.9";"  135706";"     190"
"1642";"PV29  ";"2001KW03";"    69.9";"     4.4";"    13.0";"    1355";"    -3.3";"     5.1";"  134510";"     182"
"1643";"PV29  ";"2001KW04";"    71.9";"     2.8";"    13.4";"    1413";"     4.3";"    -8.8";"  143799";"     203"
"1644";"PV29  ";"2001JJ00";"    68.5";"    13.2";"    13.2";"    5256";"     2.4";"     2.4";"  135287";"     711"
"1645";"PV29  ";"2002KW01";"    73.7";"     2.6";"    12.9";"    1056";"   -25.3";"    -2.9";"  143146";"     151"
"1646";"PV29  ";"2002KW02";"    73.7";"     0.0";"    10.1";"    1131";"     7.1";"   -19.3";"  148494";"     168"
"1647";"PV29  ";"2002KW03";"    77.7";"     5.4";"    11.1";"    1364";"    20.6";"     0.7";"  155272";"     212"
"1648";"PV29  ";"2002KW04";"    78.5";"     1.0";"     9.2";"    1389";"     1.8";"    -1.7";"  156001";"     217"
"1649";"PV29  ";"2002JJ00";"    75.9";"    10.8";"    10.8";"    4940";"    -6.0";"    -6.0";"  151333";"     748"
"1650";"PV29  ";"2003KW01";"    79.6";"     1.4";"     7.9";"     957";"   -31.1";"    -9.4";"  167176";"     160"
"1651";"PV29  ";"2003KW02";"    80.7";"     1.5";"     9.5";"    1170";"    22.3";"     3.4";"  165438";"     194"
"1652";"PV29  ";"2003KW03";"    81.8";"     1.3";"     5.3";"    1275";"     9.0";"    -6.5";"  166366";"     212"
"1653";"PV29  ";"2003KW04";"    83.4";"     2.0";"     6.3";"    1421";"    11.5";"     2.3";"  169507";"     241"
"1654";"PV29  ";"2003JJ00";"    81.4";"     7.2";"     7.2";"    4823";"    -2.4";"    -2.4";"  167227";"     807"
"1655";"PV29  ";"2004KW01";"    84.8";"     1.7";"     6.6";"     911";"   -35.9";"    -4.8";"  167965";"     153"
"1656";"PV29  ";"2004KW02";"    88.3";"     4.1";"     9.4";"    1213";"    33.2";"     3.7";"  179989";"     218"
"1657";"PV29  ";"2004KW03";"    88.2";"    -0.1";"     7.8";"    1224";"     0.9";"    -4.0";"  173946";"     213"
"1658";"PV29  ";"2004KW04";"    89.6";"     1.7";"     7.5";"    1479";"    20.8";"     4.1";"  181581";"     269"
"1659";"PV29  ";"2004JJ00";"    87.7";"     7.8";"     7.8";"    4827";"     0.1";"     0.1";"  176675";"     853"
"1660";"PV29  ";"2005KW01";"    90.8";"     1.3";"     7.1";"    1103";"   -25.4";"    21.1";"  184010";"     203"
"1661";"PV29  ";"2005KW02";"    93.0";"     2.5";"     5.4";"    1267";"    14.9";"     4.5";"  189116";"     240"
"1662";"PV29  ";"2005KW03";"    93.7";"     0.7";"     6.3";"    1420";"    12.1";"    16.0";"  191174";"     271"
"1663";"PV29  ";"2005KW04";"    94.9";"     1.3";"     5.9";"    1593";"    12.2";"     7.7";"  192229";"     306"
"1664";"PV29  ";"2005JJ00";"    93.1";"     6.1";"     6.1";"    5383";"    11.5";"    11.5";"  189534";"    1020"
"1665";"PV29  ";"2006KW01";"    96.7";"     1.9";"     6.5";"    1154";"   -27.6";"     4.6";"  198398";"     229"
"1666";"PV29  ";"2006KW02";"    97.2";"     0.6";"     4.5";"    1251";"     8.4";"    -1.3";"  200691";"     251"
"1667";"PV29  ";"2006KW03";"    99.3";"     2.1";"     6.0";"    1342";"     7.3";"    -5.5";"  199590";"     268"
"1668";"PV29  ";"2006KW04";"    99.5";"     0.2";"     4.8";"    1519";"    13.2";"    -4.6";"  199344";"     303"
"1669";"PV29  ";"2006JJ00";"    98.2";"     5.4";"     5.4";"    5266";"    -2.2";"    -2.2";"  199519";"    1051"
"1670";"PV29  ";"2007KW01";"    99.0";"    -0.5";"     2.4";"    1161";"   -23.6";"     0.6";"  199129";"     231"
"1671";"PV29  ";"2007KW02";"    99.8";"     0.8";"     2.6";"    1253";"     7.9";"     0.2";"  198417";"     249"
"1672";"PV29  ";"2007KW03";"   101.9";"     2.1";"     2.6";"    1272";"     1.5";"    -5.2";"  213256";"     271"
"1673";"PV29  ";"2007KW04";"   101.5";"    -0.4";"     2.1";"    1447";"    13.8";"    -4.7";"  201901";"     292"
"1674";"PV29  ";"2007JJ00";"   100.6";"     2.4";"     2.4";"    5133";"    -2.5";"    -2.5";"  203238";"    1043"
"1675";"PV29  ";"2008KW01";"   103.7";"     2.2";"     4.8";"    1065";"   -26.4";"    -8.3";"  207537";"     221"
"1676";"PV29  ";"2008KW02";"   103.0";"    -0.7";"     3.2";"    1176";"    10.4";"    -6.1";"  203834";"     240"
"1677";"PV29  ";"2008KW03";"   103.9";"     0.9";"     2.0";"    1183";"     0.6";"    -7.0";"  205083";"     243"
"1678";"PV29  ";"2008KW04";"   103.3";"    -0.6";"     1.7";"    1186";"     0.3";"   -18.0";"  211432";"     251"
"1679";"PV29  ";"2008JJ00";"   103.5";"     2.9";"     2.9";"    4610";"   -10.2";"   -10.2";"  206965";"     954"
"1680";"PV29  ";"2009KW01";"   103.9";"     0.6";"     0.1";"     664";"   -44.0";"   -37.7";"  204491";"     136"
"1681";"PV29  ";"2009KW02";"   101.3";"    -2.4";"    -1.7";"     744";"    12.0";"   -36.7";"  193295";"     144"
"1682";"PV29  ";"2009KW03";"   103.4";"     2.1";"    -0.5";"     862";"    15.9";"   -27.1";"  194109";"     167"
"1683";"PV29  ";"2009KW04";"    99.8";"    -3.5";"    -3.3";"     989";"    14.7";"   -16.6";"  195687";"     194"
"1684";"PV29  ";"2009JJ00";"   102.1";"    -1.3";"    -1.3";"    3259";"   -29.3";"   -29.3";"  196518";"     640"
"1685";"PV29  ";"2010KW01";"   100.7";"     0.9";"    -3.0";"     706";"   -28.6";"     6.3";"  200800";"     142"
"1686";"PV29  ";"2010KW02";"    99.7";"    -1.0";"    -1.6";"     812";"    15.0";"     9.1";"  195286";"     159"
"1687";"PV29  ";"2010KW03";"   100.4";"     0.7";"    -2.9";"     807";"    -0.6";"    -6.4";"  198954";"     161"
"1688";"PV29  ";"2010KW04";"    99.1";"    -1.3";"    -0.7";"     929";"    15.1";"    -6.1";"  196672";"     183"
"1689";"PV29  ";"2010JJ00";"   100.0";"    -2.1";"    -2.1";"    3254";"    -0.2";"    -0.2";"  197788";"     644"
"1690";"PV29  ";"2011KW01";"    99.0";"    -0.1";"    -1.7";"     742";"   -20.1";"     5.1";"  199456";"     148"
"1691";"PV29  ";"2011KW02";"    99.5";"     0.5";"    -0.2";"     841";"    13.3";"     3.6";"  201110";"     169"
"1692";"PV29  ";"2011KW03";"    99.3";"    -0.3";"    -1.1";"     792";"    -5.8";"    -1.9";"  197962";"     157"
"1693";"PV29  ";"2011KW04";"    98.2";"    -1.1";"    -0.9";"     936";"    18.2";"     0.8";"  193914";"     182"
"1694";"PV29  ";"2011JJ00";"    99.0";"    -1.0";"    -1.0";"    3311";"     1.8";"     1.8";"  197952";"     655"
"1695";"PV29  ";"2012KW01";"    95.8";"    -2.4";"    -3.2";"     631";"   -32.6";"   -15.0";"  200328";"     126"
"1696";"PV29  ";"2012KW02";"    94.2";"    -1.7";"    -5.4";"    1083";"    71.6";"    28.8";"  188054";"     204"
"1697";"PV29  ";"2012KW03";"    92.4";"    -1.9";"    -7.0";"     662";"   -38.9";"   -16.4";"  175449";"     116"
"1698";"PV29  ";"2012KW04";"    93.1";"     0.8";"    -5.2";"    1016";"    53.5";"     8.5";"  190894";"     194"
"1699";"PV29  ";"2012JJ00";"    93.9";"    -5.2";"    -5.2";"    3392";"     2.4";"     2.4";"  188728";"     640"
"1700";"PV29  ";"2013KW01";"    91.9";"    -1.3";"    -4.1";"     571";"   -43.8";"    -9.5";"  192349";"     110"
"1701";"PV29  ";"2013KW02";"    90.8";"    -1.2";"    -3.6";"     752";"    31.7";"   -30.6";"  174771";"     131"
"1702";"PV29  ";"2013KW03";"    91.5";"     0.8";"    -0.9";"     804";"     6.9";"    21.5";"  191159";"     154"
"1703";"PV29  ";"2013KW04";"    91.1";"    -0.4";"    -2.2";"    1066";"    32.6";"     4.9";"  180360";"     192"
"1704";"PV29  ";"2013JJ00";"    91.3";"    -2.7";"    -2.7";"    3193";"    -5.9";"    -5.9";"  183907";"     587"
"1705";"PV29  ";"2014KW01";"    90.7";"    -0.4";"    -1.3";"     784";"   -26.5";"    37.3";"  182955";"     143"
"1706";"PV29  ";"2014KW02";"    90.5";"    -0.2";"    -0.3";"     879";"    12.1";"    16.9";"  190114";"     167"
"1707";"PV29  ";"2014KW03";"    90.3";"    -0.3";"    -1.3";"    1021";"    16.2";"    27.0";"  185010";"     189"
"1708";"PV29  ";"2014KW04";"    90.2";"    -0.1";"    -1.0";"    1314";"    28.7";"    23.3";"  188111";"     247"
"1709";"PV29  ";"2014JJ00";"    90.4";"    -1.0";"    -1.0";"    3998";"    25.2";"    25.2";"  186748";"     747"
"1710";"PV29  ";"2015KW01";"    90.8";"     0.7";"     0.2";"     802";"   -39.0";"     2.3";"  188910";"     152"
"1711";"PV29  ";"2015KW02";"    91.8";"     1.0";"     1.4";"    1010";"    25.9";"    14.9";"  194651";"     197"
"1712";"PV29  ";"2015KW03";"    89.7";"    -2.3";"    -0.7";"    1168";"    15.6";"    14.4";"  195054";"     228"
"1713";"PV29  ";"2015KW04";"    90.8";"     1.3";"     0.7";"    1287";"    10.2";"    -2.1";"  194010";"     250"
"1714";"PV29  ";"2015JJ00";"    90.8";"     0.4";"     0.4";"    4267";"     6.7";"     6.7";"  193489";"     826"
"1715";"PV29  ";"2016KW01";"    91.8";"     1.1";"     1.1";"    1054";"   -18.1";"    31.4";"  192004";"     202"
"1716";"PV29  ";"2016KW02";"    92.5";"     0.7";"     0.8";"    1163";"    10.3";"    15.1";"  196310";"     228"
"1717";"PV29  ";"2016KW03";"    93.5";"     1.1";"     4.2";"    1404";"    20.7";"    20.2";"  205406";"     288"
"1718";"PV29  ";"2016KW04";"    94.2";"     0.8";"     3.8";"    1485";"     5.8";"    15.4";"  211233";"     314"
"1719";"PV29  ";"2016JJ00";"    93.0";"     2.4";"     2.4";"    5106";"    19.7";"    19.7";"  202262";"    1033"
