"ID";"RegioS";"Perioden";"PrijsindexBestaandeKoopwoningen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"AantalVerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"861";"PV22  ";"2006KW02";"    98.3";"     1.4";"     5.1";"    1555";"    11.0";"     0.8";"  203965";"     317"
"862";"PV22  ";"2006KW03";"    99.4";"     1.0";"     4.2";"    1641";"     5.5";"    -4.3";"  210399";"     345"
"863";"PV22  ";"2006KW04";"    99.9";"     0.6";"     4.5";"    1599";"    -2.6";"    -5.8";"  208012";"     333"
"864";"PV22  ";"2006JJ00";"    98.7";"     4.8";"     4.8";"    6196";"     0.7";"     0.7";"  205685";"    1274"
"865";"PV22  ";"2007KW01";"   101.8";"     1.8";"     4.9";"    1200";"   -25.0";"   -14.3";"  204328";"     245"
"866";"PV22  ";"2007KW02";"   102.8";"     1.0";"     4.5";"    1457";"    21.4";"    -6.3";"  215997";"     315"
"867";"PV22  ";"2007KW03";"   103.5";"     0.7";"     4.2";"    1512";"     3.8";"    -7.9";"  218477";"     330"
"868";"PV22  ";"2007KW04";"   104.2";"     0.7";"     4.3";"    1507";"    -0.3";"    -5.8";"  220829";"     333"
"869";"PV22  ";"2007JJ00";"   103.0";"     4.5";"     4.5";"    5676";"    -8.4";"    -8.4";"  215473";"    1223"
"870";"PV22  ";"2008KW01";"   104.7";"     0.5";"     2.9";"    1193";"   -20.8";"    -0.6";"  213613";"     255"
"871";"PV22  ";"2008KW02";"   104.8";"     0.1";"     2.0";"    1465";"    22.8";"     0.5";"  216953";"     318"
"872";"PV22  ";"2008KW03";"   105.7";"     0.8";"     2.2";"    1446";"    -1.3";"    -4.4";"  214433";"     310"
"873";"PV22  ";"2008KW04";"   104.9";"    -0.7";"     0.7";"    1306";"    -9.7";"   -13.3";"  213720";"     279"
"874";"PV22  ";"2008JJ00";"   105.1";"     1.9";"     1.9";"    5410";"    -4.7";"    -4.7";"  214763";"    1162"
"875";"PV22  ";"2009KW01";"   105.3";"     0.4";"     0.6";"     829";"   -36.5";"   -30.5";"  201608";"     167"
"876";"PV22  ";"2009KW02";"   102.2";"    -3.0";"    -2.5";"     933";"    12.5";"   -36.3";"  199549";"     186"
"877";"PV22  ";"2009KW03";"   100.8";"    -1.3";"    -4.6";"     956";"     2.5";"   -33.9";"  196718";"     188"
"878";"PV22  ";"2009KW04";"   100.2";"    -0.7";"    -4.6";"    1025";"     7.2";"   -21.5";"  199638";"     205"
"879";"PV22  ";"2009JJ00";"   102.1";"    -2.8";"    -2.8";"    3743";"   -30.8";"   -30.8";"  199306";"     746"
"880";"PV22  ";"2010KW01";"   100.2";"     0.1";"    -4.8";"     732";"   -28.6";"   -11.7";"  204821";"     150"
"881";"PV22  ";"2010KW02";"   100.7";"     0.4";"    -1.5";"     977";"    33.5";"     4.7";"  201852";"     197"
"882";"PV22  ";"2010KW03";"   100.5";"    -0.2";"    -0.4";"     947";"    -3.1";"    -0.9";"  206809";"     196"
"883";"PV22  ";"2010KW04";"    98.6";"    -1.8";"    -1.5";"    1007";"     6.3";"    -1.8";"  207443";"     209"
"884";"PV22  ";"2010JJ00";"   100.0";"    -2.1";"    -2.1";"    3663";"    -2.1";"    -2.1";"  205264";"     752"
"885";"PV22  ";"2011KW01";"    98.1";"    -0.6";"    -2.2";"     807";"   -19.9";"    10.2";"  197112";"     159"
"886";"PV22  ";"2011KW02";"    97.9";"    -0.1";"    -2.7";"     829";"     2.7";"   -15.1";"  203589";"     169"
"887";"PV22  ";"2011KW03";"    96.9";"    -1.1";"    -3.6";"     855";"     3.1";"    -9.7";"  206030";"     176"
"888";"PV22  ";"2011KW04";"    96.3";"    -0.5";"    -2.3";"     955";"    11.7";"    -5.2";"  206155";"     197"
"889";"PV22  ";"2011JJ00";"    97.3";"    -2.7";"    -2.7";"    3446";"    -5.9";"    -5.9";"  203389";"     701"
"890";"PV22  ";"2012KW01";"    95.9";"    -0.5";"    -2.2";"     700";"   -26.7";"   -13.3";"  199579";"     140"
"891";"PV22  ";"2012KW02";"    91.9";"    -4.2";"    -6.2";"     966";"    38.0";"    16.5";"  196422";"     190"
"892";"PV22  ";"2012KW03";"    90.3";"    -1.7";"    -6.8";"     685";"   -29.1";"   -19.9";"  187961";"     129"
"893";"PV22  ";"2012KW04";"    88.9";"    -1.6";"    -7.8";"    1034";"    50.9";"     8.3";"  191451";"     198"
"894";"PV22  ";"2012JJ00";"    91.7";"    -5.7";"    -5.7";"    3385";"    -1.8";"    -1.8";"  193844";"     656"
"895";"PV22  ";"2013KW01";"    85.9";"    -3.3";"   -10.4";"     624";"   -39.7";"   -10.9";"  186468";"     116"
"896";"PV22  ";"2013KW02";"    85.0";"    -1.1";"    -7.5";"     688";"    10.3";"   -28.8";"  178715";"     123"
"897";"PV22  ";"2013KW03";"    84.0";"    -1.1";"    -6.9";"     936";"    36.0";"    36.6";"  181214";"     170"
"898";"PV22  ";"2013KW04";"    85.0";"     1.1";"    -4.3";"    1016";"     8.5";"    -1.7";"  181722";"     185"
"899";"PV22  ";"2013JJ00";"    85.0";"    -7.3";"    -7.3";"    3264";"    -3.6";"    -3.6";"  181850";"     594"
"900";"PV22  ";"2014KW01";"    85.0";"     0.0";"    -1.0";"     783";"   -22.9";"    25.5";"  180705";"     141"
"901";"PV22  ";"2014KW02";"    84.4";"    -0.7";"    -0.7";"     942";"    20.3";"    36.9";"  183371";"     173"
"902";"PV22  ";"2014KW03";"    85.5";"     1.2";"     1.7";"    1105";"    17.3";"    18.1";"  187852";"     208"
"903";"PV22  ";"2014KW04";"    84.3";"    -1.4";"    -0.9";"    1378";"    24.7";"    35.6";"  186996";"     258"
"904";"PV22  ";"2014JJ00";"    84.8";"    -0.2";"    -0.2";"    4208";"    28.9";"    28.9";"  185239";"     779"
"905";"PV22  ";"2015KW01";"    85.9";"     2.0";"     1.1";"     976";"   -29.2";"    24.6";"  186577";"     182"
"906";"PV22  ";"2015KW02";"    85.4";"    -0.6";"     1.2";"    1160";"    18.9";"    23.1";"  194019";"     225"
"907";"PV22  ";"2015KW03";"    86.5";"     1.2";"     1.2";"    1364";"    17.6";"    23.4";"  192686";"     263"
"908";"PV22  ";"2015KW04";"    86.6";"     0.1";"     2.8";"    1511";"    10.8";"     9.7";"  201843";"     305"
"909";"PV22  ";"2015JJ00";"    86.1";"     1.6";"     1.6";"    5011";"    19.1";"    19.1";"  194566";"     975"
"910";"PV22  ";"2016KW01";"    86.2";"    -0.5";"     0.3";"    1165";"   -22.9";"    19.4";"  200577";"     234"
"911";"PV22  ";"2016KW02";"    87.3";"     1.3";"     2.2";"    1493";"    28.2";"    28.7";"  204640";"     306"
"912";"PV22  ";"2016KW03";"    88.8";"     1.7";"     2.6";"    1680";"    12.5";"    23.2";"  210131";"     353"
"913";"PV22  ";"2016KW04";"    89.5";"     0.8";"     3.3";"    1784";"     6.2";"    18.1";"  205088";"     366"
"914";"PV22  ";"2016JJ00";"    87.9";"     2.1";"     2.1";"    6122";"    22.2";"    22.2";"  205504";"    1258"
"915";"PV22  ";"2017KW01";"    90.4";"     1.0";"     4.9";"    1586";"   -11.1";"    36.1";"  208940";"     331"
"916";"PV22  ";"2017KW02";"    91.9";"     1.6";"     5.2";"    1788";"    12.7";"    19.8";"  214920";"     384"
"917";"PV22  ";"2017KW03";"    93.6";"     1.9";"     5.4";"    1964";"     9.8";"    16.9";"  215591";"     423"
"918";"PV22  ";"2017KW04";"    94.8";"     1.3";"     5.9";"    2183";"    11.2";"    22.4";"  213982";"     467"
"919";"PV22  ";"2017JJ00";"    92.6";"     5.4";"     5.4";"    7521";"    22.9";"    22.9";"  213562";"    1606"
"920";"PV23  ";"1995KW01";"    37.7";"";"";"    1811";"";"";"   80468";"     146"
"921";"PV23  ";"1995KW02";"    37.3";"    -0.9";"";"    2284";"    26.1";"";"   83183";"     190"
"922";"PV23  ";"1995KW03";"    38.4";"     3.0";"";"    2620";"    14.7";"";"   84490";"     221"
"923";"PV23  ";"1995KW04";"    39.3";"     2.2";"";"    2871";"     9.6";"";"   85085";"     244"
"924";"PV23  ";"1995JJ00";"    38.2";"";"";"    9586";"";"";"   83597";"     801"
"925";"PV23  ";"1996KW01";"    40.1";"     2.0";"     6.4";"    2227";"   -22.4";"    23.0";"   86285";"     192"
"926";"PV23  ";"1996KW02";"    42.2";"     5.2";"    13.0";"    2894";"    30.0";"    26.7";"   88549";"     256"
"927";"PV23  ";"1996KW03";"    43.3";"     2.6";"    12.6";"    3283";"    13.4";"    25.3";"   92645";"     304"
"928";"PV23  ";"1996KW04";"    44.6";"     3.0";"    13.5";"    3227";"    -1.7";"    12.4";"   94008";"     303"
"929";"PV23  ";"1996JJ00";"    42.5";"    11.4";"    11.4";"   11631";"    21.3";"    21.3";"   90786";"    1056"
"930";"PV23  ";"1997KW01";"    45.6";"     2.4";"    13.9";"    2055";"   -36.3";"    -7.7";"   96978";"     199"
"931";"PV23  ";"1997KW02";"    47.1";"     3.3";"    11.7";"    2935";"    42.8";"     1.4";"  101507";"     298"
"932";"PV23  ";"1997KW03";"    47.4";"     0.6";"     9.5";"    3415";"    16.4";"     4.0";"  101372";"     346"
"933";"PV23  ";"1997KW04";"    49.0";"     3.4";"     9.9";"    3552";"     4.0";"    10.1";"  106517";"     378"
"934";"PV23  ";"1997JJ00";"    47.3";"    11.2";"    11.2";"   11957";"     2.8";"     2.8";"  102179";"    1222"
"935";"PV23  ";"1998KW01";"    49.5";"     1.1";"     8.6";"    2535";"   -28.6";"    23.4";"  105395";"     267"
"936";"PV23  ";"1998KW02";"    50.7";"     2.5";"     7.7";"    3077";"    21.4";"     4.8";"  106927";"     329"
"937";"PV23  ";"1998KW03";"    52.4";"     3.2";"    10.6";"    3171";"     3.1";"    -7.1";"  111963";"     355"
"938";"PV23  ";"1998KW04";"    54.7";"     4.4";"    11.7";"    3459";"     9.1";"    -2.6";"  115486";"     399"
"939";"PV23  ";"1998JJ00";"    51.8";"     9.7";"     9.7";"   12242";"     2.4";"     2.4";"  110332";"    1351"
"940";"PV23  ";"1999KW01";"    56.4";"     3.2";"    14.0";"    2654";"   -23.3";"     4.7";"  119989";"     318"
"941";"PV23  ";"1999KW02";"    58.8";"     4.2";"    15.9";"    3266";"    23.1";"     6.1";"  124407";"     406"
"942";"PV23  ";"1999KW03";"    61.9";"     5.2";"    18.1";"    3608";"    10.5";"    13.8";"  130193";"     470"
"943";"PV23  ";"1999KW04";"    63.7";"     3.0";"    16.5";"    3620";"     0.3";"     4.7";"  136000";"     492"
"944";"PV23  ";"1999JJ00";"    60.2";"    16.2";"    16.2";"   13148";"     7.4";"     7.4";"  128295";"    1687"
"945";"PV23  ";"2000KW01";"    68.0";"     6.6";"    20.4";"    2329";"   -35.7";"   -12.2";"  138065";"     322"
"946";"PV23  ";"2000KW02";"    70.9";"     4.4";"    20.6";"    2717";"    16.7";"   -16.8";"  148123";"     402"
"947";"PV23  ";"2000KW03";"    73.7";"     3.9";"    19.1";"    2889";"     6.3";"   -19.9";"  157310";"     454"
"948";"PV23  ";"2000KW04";"    75.7";"     2.7";"    18.7";"    3100";"     7.3";"   -14.4";"  163114";"     506"
"949";"PV23  ";"2000JJ00";"    72.1";"    19.7";"    19.7";"   11035";"   -16.1";"   -16.1";"  152617";"    1684"
"950";"PV23  ";"2001KW01";"    77.6";"     2.6";"    14.2";"    2393";"   -22.8";"     2.7";"  162191";"     388"
"951";"PV23  ";"2001KW02";"    80.0";"     3.0";"    12.7";"    2891";"    20.8";"     6.4";"  166778";"     482"
"952";"PV23  ";"2001KW03";"    83.1";"     3.9";"    12.7";"    3117";"     7.8";"     7.9";"  177279";"     553"
"953";"PV23  ";"2001KW04";"    82.5";"    -0.7";"     8.9";"    3502";"    12.4";"    13.0";"  172109";"     603"
"954";"PV23  ";"2001JJ00";"    80.8";"    12.1";"    12.1";"   11903";"     7.9";"     7.9";"  170174";"    2026"
"955";"PV23  ";"2002KW01";"    84.5";"     2.5";"     8.9";"    2880";"   -17.8";"    20.4";"  170313";"     491"
"956";"PV23  ";"2002KW02";"    85.2";"     0.9";"     6.6";"    3099";"     7.6";"     7.2";"  177583";"     550"
"957";"PV23  ";"2002KW03";"    87.8";"     3.0";"     5.7";"    3225";"     4.1";"     3.5";"  183632";"     592"
"958";"PV23  ";"2002KW04";"    87.0";"    -0.9";"     5.5";"    3395";"     5.3";"    -3.1";"  181338";"     616"
"959";"PV23  ";"2002JJ00";"    86.1";"     6.6";"     6.6";"   12599";"     5.8";"     5.8";"  178482";"    2249"
"960";"PV23  ";"2003KW01";"    87.7";"     0.8";"     3.7";"    2594";"   -23.6";"    -9.9";"  181035";"     470"
"961";"PV23  ";"2003KW02";"    88.7";"     1.2";"     4.1";"    3048";"    17.5";"    -1.6";"  185575";"     566"
"962";"PV23  ";"2003KW03";"    89.4";"     0.7";"     1.8";"    3159";"     3.6";"    -2.0";"  180683";"     571"
"963";"PV23  ";"2003KW04";"    91.2";"     2.0";"     4.8";"    3617";"    14.5";"     6.5";"  191439";"     692"
"964";"PV23  ";"2003JJ00";"    89.2";"     3.6";"     3.6";"   12418";"    -1.4";"    -1.4";"  185090";"    2298"
"965";"PV23  ";"2004KW01";"    91.8";"     0.7";"     4.7";"    2414";"   -33.3";"    -6.9";"  190930";"     461"
"966";"PV23  ";"2004KW02";"    93.0";"     1.3";"     4.8";"    2997";"    24.2";"    -1.7";"  192182";"     576"
"967";"PV23  ";"2004KW03";"    93.8";"     0.8";"     4.9";"    3116";"     4.0";"    -1.4";"  193905";"     604"
"968";"PV23  ";"2004KW04";"    94.3";"     0.6";"     3.5";"    3479";"    11.7";"    -3.8";"  190629";"     663"
"969";"PV23  ";"2004JJ00";"    93.2";"     4.5";"     4.5";"   12006";"    -3.3";"    -3.3";"  191927";"    2304"
"970";"PV23  ";"2005KW01";"    94.4";"     0.1";"     2.9";"    2758";"   -20.7";"    14.3";"  192214";"     530"
"971";"PV23  ";"2005KW02";"    96.1";"     1.8";"     3.3";"    3239";"    17.4";"     8.1";"  196612";"     637"
"972";"PV23  ";"2005KW03";"    97.2";"     1.2";"     3.7";"    3414";"     5.4";"     9.6";"  199896";"     682"
"973";"PV23  ";"2005KW04";"    98.4";"     1.2";"     4.3";"    3432";"     0.5";"    -1.4";"  203852";"     700"
"974";"PV23  ";"2005JJ00";"    96.5";"     3.6";"     3.6";"   12843";"     7.0";"     7.0";"  198475";"    2549"
"975";"PV23  ";"2006KW01";"    99.6";"     1.2";"     5.5";"    2940";"   -14.3";"     6.6";"  205358";"     604"
"976";"PV23  ";"2006KW02";"   100.8";"     1.2";"     5.0";"    3196";"     8.7";"    -1.3";"  205190";"     656"
"977";"PV23  ";"2006KW03";"   101.2";"     0.4";"     4.1";"    3285";"     2.8";"    -3.8";"  210593";"     692"
"978";"PV23  ";"2006KW04";"   101.5";"     0.3";"     3.1";"    3308";"     0.7";"    -3.6";"  206292";"     682"
"979";"PV23  ";"2006JJ00";"   100.8";"     4.4";"     4.4";"   12729";"    -0.9";"    -0.9";"  206909";"    2634"
"980";"PV23  ";"2007KW01";"   102.2";"     0.7";"     2.6";"    2606";"   -21.2";"   -11.4";"  211393";"     551"
"981";"PV23  ";"2007KW02";"   103.0";"     0.8";"     2.1";"    3118";"    19.6";"    -2.4";"  218255";"     681"
"982";"PV23  ";"2007KW03";"   103.6";"     0.6";"     2.3";"    3156";"     1.2";"    -3.9";"  220935";"     697"
"983";"PV23  ";"2007KW04";"   103.1";"    -0.5";"     1.6";"    3344";"     6.0";"     1.1";"  211822";"     708"
"984";"PV23  ";"2007JJ00";"   103.0";"     2.1";"     2.1";"   12224";"    -4.0";"    -4.0";"  215724";"    2637"
"985";"PV23  ";"2008KW01";"   105.2";"     2.1";"     3.0";"    2553";"   -23.7";"    -2.0";"  215061";"     549"
"986";"PV23  ";"2008KW02";"   104.8";"    -0.4";"     1.8";"    2962";"    16.0";"    -5.0";"  222313";"     658"
"987";"PV23  ";"2008KW03";"   105.8";"     0.9";"     2.1";"    2927";"    -1.2";"    -7.3";"  222067";"     650"
"988";"PV23  ";"2008KW04";"   104.3";"    -1.4";"     1.2";"    2824";"    -3.5";"   -15.6";"  218350";"     617"
"989";"PV23  ";"2008JJ00";"   105.0";"     2.0";"     2.0";"   11266";"    -7.8";"    -7.8";"  219612";"    2474"
"990";"PV23  ";"2009KW01";"   104.6";"     0.3";"    -0.6";"    1622";"   -42.6";"   -36.5";"  220490";"     358"
"991";"PV23  ";"2009KW02";"   101.9";"    -2.5";"    -2.7";"    1817";"    12.0";"   -38.7";"  213528";"     388"
"992";"PV23  ";"2009KW03";"   101.0";"    -0.9";"    -4.5";"    2107";"    16.0";"   -28.0";"  209632";"     442"
"993";"PV23  ";"2009KW04";"   100.4";"    -0.7";"    -3.8";"    2307";"     9.5";"   -18.3";"  208265";"     480"
"994";"PV23  ";"2009JJ00";"   102.0";"    -2.9";"    -2.9";"    7853";"   -30.3";"   -30.3";"  212375";"    1668"
"995";"PV23  ";"2010KW01";"    99.7";"    -0.7";"    -4.7";"    1632";"   -29.3";"     0.6";"  206764";"     337"
"996";"PV23  ";"2010KW02";"   100.5";"     0.9";"    -1.4";"    2018";"    23.7";"    11.1";"  215075";"     434"
"997";"PV23  ";"2010KW03";"   100.3";"    -0.2";"    -0.7";"    2033";"     0.7";"    -3.5";"  212465";"     432"
"998";"PV23  ";"2010KW04";"    99.4";"    -0.9";"    -0.9";"    2137";"     5.1";"    -7.4";"  209315";"     447"
"999";"PV23  ";"2010JJ00";"   100.0";"    -1.9";"    -1.9";"    7820";"    -0.4";"    -0.4";"  211088";"    1651"
"1000";"PV23  ";"2011KW01";"    97.6";"    -1.8";"    -2.1";"    1735";"   -18.8";"     6.3";"  206416";"     358"
"1001";"PV23  ";"2011KW02";"    97.9";"     0.3";"    -2.7";"    1810";"     4.3";"   -10.3";"  211101";"     382"
"1002";"PV23  ";"2011KW03";"    97.5";"    -0.4";"    -2.8";"    1951";"     7.8";"    -4.0";"  211083";"     412"
"1003";"PV23  ";"2011KW04";"    95.4";"    -2.1";"    -4.0";"    2046";"     4.9";"    -4.3";"  204340";"     418"
"1004";"PV23  ";"2011JJ00";"    97.1";"    -2.9";"    -2.9";"    7542";"    -3.6";"    -3.6";"  208185";"    1570"
"1005";"PV23  ";"2012KW01";"    95.6";"     0.2";"    -2.0";"    1587";"   -22.4";"    -8.5";"  207311";"     329"
"1006";"PV23  ";"2012KW02";"    93.6";"    -2.1";"    -4.3";"    2301";"    45.0";"    27.1";"  208375";"     479"
"1007";"PV23  ";"2012KW03";"    89.5";"    -4.4";"    -8.2";"    1581";"   -31.3";"   -19.0";"  195211";"     309"
"1008";"PV23  ";"2012KW04";"    89.8";"     0.3";"    -5.9";"    2374";"    50.2";"    16.0";"  198608";"     471"
"1009";"PV23  ";"2012JJ00";"    92.1";"    -5.1";"    -5.1";"    7843";"     4.0";"     4.0";"  202549";"    1589"
"1010";"PV23  ";"2013KW01";"    87.7";"    -2.3";"    -8.3";"    1477";"   -37.8";"    -6.9";"  191167";"     282"
"1011";"PV23  ";"2013KW02";"    85.2";"    -2.9";"    -9.0";"    1338";"    -9.4";"   -41.9";"  186930";"     250"
"1012";"PV23  ";"2013KW03";"    86.4";"     1.5";"    -3.5";"    1759";"    31.5";"    11.3";"  192401";"     338"
"1013";"PV23  ";"2013KW04";"    85.7";"    -0.8";"    -4.5";"    2266";"    28.8";"    -4.5";"  188383";"     427"
"1014";"PV23  ";"2013JJ00";"    86.3";"    -6.4";"    -6.4";"    6840";"   -12.8";"   -12.8";"  189733";"    1298"
"1015";"PV23  ";"2014KW01";"    86.8";"     1.3";"    -1.0";"    1801";"   -20.5";"    21.9";"  190372";"     343"
"1016";"PV23  ";"2014KW02";"    86.7";"    -0.1";"     1.8";"    2096";"    16.4";"    56.7";"  198732";"     417"
"1017";"PV23  ";"2014KW03";"    87.0";"     0.3";"     0.7";"    2158";"     3.0";"    22.7";"  197364";"     426"
"1018";"PV23  ";"2014KW04";"    86.6";"    -0.5";"     1.0";"    3116";"    44.4";"    37.5";"  199619";"     622"
"1019";"PV23  ";"2014JJ00";"    86.8";"     0.6";"     0.6";"    9171";"    34.1";"    34.1";"  197070";"    1807"
"1020";"PV23  ";"2015KW01";"    87.0";"     0.5";"     0.2";"    2065";"   -33.7";"    14.7";"  191001";"     394"
"1021";"PV23  ";"2015KW02";"    87.3";"     0.4";"     0.7";"    2354";"    14.0";"    12.3";"  199818";"     470"
"1022";"PV23  ";"2015KW03";"    87.6";"     0.3";"     0.7";"    2913";"    23.7";"    35.0";"  199799";"     582"
"1023";"PV23  ";"2015KW04";"    88.2";"     0.7";"     1.8";"    3130";"     7.4";"     0.4";"  201960";"     632"
"1024";"PV23  ";"2015JJ00";"    87.5";"     0.9";"     0.9";"   10462";"    14.1";"    14.1";"  198713";"    2079"
"1025";"PV23  ";"2016KW01";"    89.9";"     1.9";"     3.3";"    2510";"   -19.8";"    21.6";"  207814";"     522"
"1026";"PV23  ";"2016KW02";"    90.1";"     0.3";"     3.2";"    3041";"    21.2";"    29.2";"  208473";"     634"
"1027";"PV23  ";"2016KW03";"    91.5";"     1.6";"     4.5";"    3783";"    24.4";"    29.9";"  213411";"     807"
"1028";"PV23  ";"2016KW04";"    92.1";"     0.6";"     4.4";"    3763";"    -0.5";"    20.2";"  211640";"     796"
"1029";"PV23  ";"2016JJ00";"    90.9";"     3.9";"     3.9";"   13097";"    25.2";"    25.2";"  210683";"    2759"
"1030";"PV23  ";"2017KW01";"    93.5";"     1.6";"     4.1";"    3613";"    -4.0";"    43.9";"  223858";"     809"
"1031";"PV23  ";"2017KW02";"    95.2";"     1.7";"     5.6";"    3705";"     2.5";"    21.8";"  223358";"     828"
"1032";"PV23  ";"2017KW03";"    97.4";"     2.3";"     6.4";"    3861";"     4.2";"     2.1";"  232239";"     897"
"1033";"PV23  ";"2017KW04";"    98.6";"     1.3";"     7.1";"    4291";"    11.1";"    14.0";"  228771";"     982"
"1034";"PV23  ";"2017JJ00";"    96.2";"     5.8";"     5.8";"   15470";"    18.1";"    18.1";"  227193";"    3515"
"1035";"PV24  ";"1995KW01";"    44.2";"";"";"     529";"";"";"   91433";"      48"
"1036";"PV24  ";"1995KW02";"    44.2";"    -0.1";"";"     663";"    25.3";"";"   89074";"      59"
"1037";"PV24  ";"1995KW03";"    45.4";"     2.7";"";"     684";"     3.2";"";"   90803";"      62"
"1038";"PV24  ";"1995KW04";"    46.0";"     1.4";"";"     861";"    25.9";"";"   93207";"      80"
"1039";"PV24  ";"1995JJ00";"    44.9";"";"";"    2737";"";"";"   91262";"     250"
"1040";"PV24  ";"1996KW01";"    45.9";"    -0.3";"     3.8";"     817";"    -5.1";"    54.4";"   95309";"      78"
"1041";"PV24  ";"1996KW02";"    48.0";"     4.7";"     8.7";"     987";"    20.8";"    48.9";"   97237";"      96"
"1042";"PV24  ";"1996KW03";"    50.0";"     4.2";"    10.3";"    1066";"     8.0";"    55.8";"   99210";"     106"
"1043";"PV24  ";"1996KW04";"    50.6";"     1.1";"     9.9";"    1196";"    12.2";"    38.9";"   99287";"     119"
"1044";"PV24  ";"1996JJ00";"    48.6";"     8.2";"     8.2";"    4066";"    48.6";"    48.6";"   97970";"     398"
"1045";"PV24  ";"1997KW01";"    51.0";"     0.9";"    11.2";"     894";"   -25.3";"     9.4";"   96216";"      86"
"1046";"PV24  ";"1997KW02";"    51.7";"     1.3";"     7.6";"    1225";"    37.0";"    24.1";"   94041";"     115"
"1047";"PV24  ";"1997KW03";"    52.9";"     2.3";"     5.7";"    1324";"     8.1";"    24.2";"  102320";"     135"
"1048";"PV24  ";"1997KW04";"    54.3";"     2.7";"     7.3";"    1478";"    11.6";"    23.6";"  104443";"     154"
"1049";"PV24  ";"1997JJ00";"    52.5";"     7.9";"     7.9";"    4921";"    21.0";"    21.0";"   99788";"     491"
"1050";"PV24  ";"1998KW01";"    54.8";"     1.0";"     7.5";"    1117";"   -24.4";"    24.9";"  107420";"     120"
"1051";"PV24  ";"1998KW02";"    55.5";"     1.1";"     7.3";"    1530";"    37.0";"    24.9";"  109560";"     168"
"1052";"PV24  ";"1998KW03";"    57.4";"     3.6";"     8.6";"    1712";"    11.9";"    29.3";"  109045";"     187"
"1053";"PV24  ";"1998KW04";"    58.5";"     1.9";"     7.7";"    1968";"    15.0";"    33.2";"  107412";"     211"
"1054";"PV24  ";"1998JJ00";"    56.6";"     7.8";"     7.8";"    6327";"    28.6";"    28.6";"  108375";"     686"
"1055";"PV24  ";"1999KW01";"    62.7";"     7.2";"    14.4";"    1734";"   -11.9";"    55.2";"  107493";"     186"
"1056";"PV24  ";"1999KW02";"    65.5";"     4.3";"    18.0";"    1630";"    -6.0";"     6.5";"  119753";"     195"
"1057";"PV24  ";"1999KW03";"    68.9";"     5.2";"    19.9";"    1798";"    10.3";"     5.0";"  126774";"     228"
"1058";"PV24  ";"1999KW04";"    72.5";"     5.3";"    24.0";"    1652";"    -8.1";"   -16.1";"  139154";"     230"
"1059";"PV24  ";"1999JJ00";"    67.4";"    19.2";"    19.2";"    6814";"     7.7";"     7.7";"  123189";"     839"
"1060";"PV24  ";"2000KW01";"    75.6";"     4.2";"    20.5";"    1234";"   -25.3";"   -28.8";"  144967";"     179"
"1061";"PV24  ";"2000KW02";"    78.7";"     4.0";"    20.2";"    1443";"    16.9";"   -11.5";"  151059";"     218"
"1062";"PV24  ";"2000KW03";"    81.8";"     4.0";"    18.7";"    1551";"     7.5";"   -13.7";"  160229";"     249"
"1063";"PV24  ";"2000KW04";"    82.9";"     1.3";"    14.3";"    1558";"     0.5";"    -5.7";"  165058";"     257"
"1064";"PV24  ";"2000JJ00";"    79.7";"    18.3";"    18.3";"    5786";"   -15.1";"   -15.1";"  155987";"     903"
"1065";"PV24  ";"2001KW01";"    86.0";"     3.7";"    13.7";"    1140";"   -26.8";"    -7.6";"  160911";"     183"
"1066";"PV24  ";"2001KW02";"    87.4";"     1.7";"    11.1";"    1535";"    34.6";"     6.4";"  160240";"     246"
"1067";"PV24  ";"2001KW03";"    88.0";"     0.7";"     7.6";"    1910";"    24.4";"    23.1";"  158773";"     303"
"1068";"PV24  ";"2001KW04";"    89.0";"     1.2";"     7.4";"    2008";"     5.1";"    28.9";"  164945";"     331"
"1069";"PV24  ";"2001JJ00";"    87.6";"     9.9";"     9.9";"    6593";"    13.9";"    13.9";"  161364";"    1064"
"1070";"PV24  ";"2002KW01";"    91.3";"     2.5";"     6.2";"    1361";"   -32.2";"    19.4";"  175183";"     238"
"1071";"PV24  ";"2002KW02";"    92.7";"     1.6";"     6.1";"    1558";"    14.5";"     1.5";"  179180";"     279"
"1072";"PV24  ";"2002KW03";"    94.7";"     2.1";"     7.6";"    1649";"     5.8";"   -13.7";"  180255";"     297"
"1073";"PV24  ";"2002KW04";"    95.3";"     0.7";"     7.0";"    1576";"    -4.4";"   -21.5";"  182168";"     287"
"1074";"PV24  ";"2002JJ00";"    93.5";"     6.7";"     6.7";"    6144";"    -6.8";"    -6.8";"  179349";"    1102"
"1075";"PV24  ";"2003KW01";"    95.5";"     0.2";"     4.6";"    1222";"   -22.5";"   -10.2";"  177058";"     216"
"1076";"PV24  ";"2003KW02";"    96.9";"     1.5";"     4.5";"    1363";"    11.5";"   -12.5";"  186969";"     255"
"1077";"PV24  ";"2003KW03";"    97.0";"     0.0";"     2.4";"    1541";"    13.1";"    -6.5";"  191103";"     294"
"1078";"PV24  ";"2003KW04";"    97.4";"     0.5";"     2.2";"    1516";"    -1.6";"    -3.8";"  196102";"     297"
